Area,Bedrooms,Bathrooms,House_Age,Location_Score,Price
4761,5,3,21,2.5489868023594027,2561489.868023594
9652,4,1,2,4.553631696376755,4967536.316963768
3215,4,1,43,7.568999069026679,1799689.9906902667
5747,1,2,11,9.320762330482662,3022207.6233048267
2273,3,1,9,5.446999547875573,1270469.9954787558
9955,4,3,23,8.38483581213493,5197848.3581213495
9602,1,4,41,1.8787528549777566,4920287.528549777
6757,5,2,40,9.427248206895628,3622772.4820689564
1830,1,3,50,6.240207717980311,1067402.077179803
5712,1,2,26,7.536663330799174,2994366.6333079915
61,5,3,10,5.456163269898567,235061.63269898566
2054,5,2,14,1.6784904386450559,1180784.9043864505
6828,4,4,2,7.659403135576909,3631594.031355769
316,3,2,42,3.610054852933981,305100.54852933984
5024,2,2,32,5.271970175061843,2650719.7017506184
4270,5,2,25,1.1438835068603654,2288938.8350686035
1921,5,4,31,9.70582901961513,1233058.2901961512
9954,5,2,42,7.661548796779091,5204615.487967791
3641,5,4,36,5.068471449004027,2049184.7144900402
836,2,3,10,9.089797108175391,598897.971081754
8707,1,3,8,6.179409517690354,4484294.0951769035
8331,3,2,46,2.7196804261695458,4305696.804261696
7193,1,2,47,9.013962227261906,3760139.622272619
4290,5,1,38,5.124693664310293,2330246.936643103
2855,2,2,20,6.662643767944941,1574126.4376794493
989,5,2,35,7.665408362437134,718654.0836243713
1103,3,1,39,8.202087717098408,728020.877170984
8627,3,1,35,6.192663579148066,4467926.635791481
5066,3,2,23,4.3871941725672245,2678371.941725672
5151,2,4,30,6.054997771828331,2751049.9777182834
9373,5,3,26,9.488016478098396,4939380.164780984
5293,1,1,19,5.73100478264902,2748310.0478264904
8523,1,1,26,4.733394772098116,4356833.947720981
467,2,1,26,1.313036488230675,314630.3648823068
4082,1,4,23,8.90296135880578,2221529.613588058
5841,4,2,26,3.116891997693908,3074668.919976939
800,2,1,47,4.440575647983726,522905.75647983723
1395,1,4,49,8.276387791652997,884763.87791653
8066,4,1,42,5.70327040483017,4206032.704048302
4078,1,4,35,8.302864916842527,2219528.6491684252
927,5,1,22,5.312160021142285,642621.6002114229
1261,5,4,13,7.692035213803912,873920.3521380391
3050,5,3,5,6.598231112768495,1738482.311127685
6908,2,1,39,2.6597248197320633,3555097.248197321
4456,1,2,40,5.255844951310255,2350558.4495131024
3842,4,1,21,8.01273225276578,2106627.3225276577
1208,3,3,33,7.422634748772851,799726.3474877286
5800,4,1,47,8.023506356488728,3098735.0635648873
3979,1,4,1,4.957695623648766,2119576.9562364877
9926,3,4,37,2.705203603164617,5128552.036031646
1593,4,1,25,1.5551374225671906,919551.3742256719
8302,4,2,38,3.414443551391588,4314144.4355139155
2075,2,2,39,6.6901119607657975,1193901.119607658
4542,1,2,17,6.983490370595902,2399334.903705959
3334,1,3,42,7.620144600760579,1829201.4460076059
9723,4,2,38,1.8140580408498264,5008640.580408499
5980,2,2,40,8.537795745941114,3165377.957459411
9495,2,2,6,3.6967721700106706,4857467.721700107
7972,1,2,15,9.709279104989733,4140592.791049897
3599,5,3,13,4.543935414977635,1996439.3541497763
5297,1,2,12,8.930529738075151,2793805.2973807515
9618,1,1,27,8.473040857082655,4942230.408570827
9834,3,1,27,9.95982948355557,5105098.294835555
6123,2,1,24,4.340617141968802,3171906.171419688
671,4,4,35,6.05540501592,553554.0501592
6416,4,4,5,1.7253820656593695,3367753.820656594
5281,4,2,32,1.455486401918106,2781054.864019181
855,1,4,38,9.710481511468432,623604.8151146843
3416,2,3,14,5.903057050750013,1859030.5705075
870,5,3,27,9.314640117966658,686646.4011796666
1016,3,3,3,7.697538281698512,691475.3828169851
2118,5,4,15,4.3153242713710265,1269653.2427137103
4500,3,3,37,6.080568597764537,2434305.685977645
6932,3,2,46,3.3769383126883117,3612769.3831268833
7760,1,1,34,6.936173694830613,4001361.736948306
1102,2,4,11,7.465247933977662,731152.4793397766
9564,5,1,34,4.511865780128706,4959118.657801287
5498,1,1,26,2.6654431339733033,2823654.431339733
2273,5,1,1,2.6617893938009236,1278617.8939380092
6552,1,4,19,1.2704225994415799,3378204.2259944156
2997,3,3,15,3.781770984993694,1648817.709849937
1626,1,2,41,9.846881555168341,981968.8155516834
4191,1,2,26,4.042981424679119,2198929.8142467914
6171,5,1,12,6.484082715591149,3271340.8271559114
1608,5,4,47,8.109389118183836,1068593.8911818385
7731,2,2,38,4.2460112176409455,3996960.1121764095
6499,5,4,9,1.1698232617896287,3425698.2326178965
9761,3,1,47,1.8200410342334683,4997200.410342335
4389,1,3,17,2.526175354830666,2293261.753548307
1748,5,4,20,4.59934040796929,1089993.404079693
7634,3,2,1,1.6404222980156438,3923904.2229801565
1847,1,2,44,7.225739548250539,1067757.3954825054
3824,1,3,26,3.250055847624668,2022500.5584762467
1160,2,1,19,8.350735868038097,728007.358680381
7620,4,1,15,2.9713803013832294,3942213.8030138323
6688,4,2,5,2.6406691455311884,3482906.691455312
4754,2,1,34,2.578543236502278,2474785.4323650226
9442,3,3,31,1.547464887230181,4856974.648872302
6099,3,1,40,8.305528974303144,3227555.2897430314
5473,3,2,44,7.219055412426011,2920690.5541242603
6815,1,4,17,5.234509851773294,3548345.098517733
9322,4,2,38,2.7511138370368973,4817511.138370369
3747,2,3,23,4.37823676614227,2013782.3676614226
6624,4,4,42,4.694829936559729,3519948.2993655973
9023,2,1,44,9.66378932340443,4685137.893234044
8091,1,1,4,8.001770717674926,4162517.707176749
8007,3,3,16,3.993654045790846,4156436.5404579085
9201,5,2,11,5.519535176859601,4791195.351768596
9460,5,1,19,6.359006889728883,4918090.068897289
5174,5,2,42,5.764238803520724,2795642.388035207
2141,5,2,25,7.195289893044318,1284952.8989304432
3257,4,4,12,6.359229192070122,1838092.2919207013
4910,2,4,15,8.785967227314009,2650359.67227314
6264,4,3,19,8.727671660367044,3353776.7166036703
56,2,3,30,7.40697323415167,202069.7323415167
5577,4,4,31,8.360295117033258,3027602.9511703327
3508,1,4,17,8.55132743740063,1928013.2743740063
7971,5,3,8,7.874709361104126,4213247.093611041
347,3,4,8,9.423862966088446,391738.62966088444
6218,2,3,39,9.68724138415851,3310372.413841585
7102,3,1,26,7.20448272048648,3711044.827204865
7838,5,1,30,3.602347038289894,4085023.470382899
8211,2,2,42,8.76233277333171,4284123.327733317
6847,4,1,43,1.9801410837482054,3559801.410837482
1878,4,4,9,9.319237499314287,1176692.374993143
1135,1,4,40,4.451391717445372,712013.9171744537
4294,4,2,27,2.8263851984519315,2298763.8519845195
4804,2,1,26,4.3355780052860435,2513355.7800528603
4074,4,4,12,9.924872801004957,2282248.7280100496
3923,5,3,29,4.546957950381486,2166469.5795038147
2437,3,2,50,9.77428692098939,1431242.869209894
9053,1,3,41,5.9139158190647425,4671139.158190647
1701,3,3,22,2.575961765327082,992259.6176532708
2253,2,3,45,8.742128120373998,1321421.28120374
7995,5,2,44,2.226945136754604,4171769.451367546
8643,3,2,34,2.020114474537599,4448701.144745376
5665,1,4,14,2.201152167529802,2941511.521675298
9963,1,4,37,4.073894393115232,5120738.943931152
8796,5,2,34,5.7629375247144425,4602629.375247144
7281,2,3,16,4.518987346006169,3778689.873460062
6308,5,4,29,8.37156603807861,3412215.6603807863
1830,5,1,17,6.408029930731424,1102580.2993073142
7288,2,4,22,7.383545438170514,3828835.4543817053
8585,1,1,30,8.8407263971275,4430907.263971275
5711,3,4,49,4.537127124653202,3045371.271246532
3050,3,1,45,6.703400975329792,1689534.009753298
3978,2,1,41,9.983677827015313,2164336.7782701533
489,4,3,16,4.317768164280759,420677.6816428076
730,4,2,22,7.793435603683936,563934.3560368393
139,4,4,32,8.148916986450528,306989.1698645053
5346,4,2,43,7.11385698157504,2875638.5698157502
3435,5,4,42,7.136486917615446,1969864.8691761545
4978,3,4,23,3.930204232598541,2659802.0423259856
8497,1,4,48,2.462434324969547,4377124.343249695
7507,2,4,48,2.352975613200424,3901029.7561320043
779,1,2,10,3.248029946272084,476980.29946272087
7463,3,3,47,7.5144297632846895,3935144.297632847
5242,2,4,10,8.576943926766333,2811769.4392676633
3664,1,4,44,1.8527949407972355,1952527.9494079724
9834,2,1,28,7.172659585470397,5057726.595854704
4849,4,3,35,7.618020367367612,2643180.203673676
1146,1,1,35,3.279577086265983,658295.7708626598
7666,1,3,47,1.2331194670560546,3933831.194670561
7423,4,2,7,2.1872538095936127,3846872.538095936
7761,2,4,14,3.5252915094945134,4022752.915094945
2123,3,2,44,7.50808960728795,1248580.8960728794
7238,5,3,7,5.607240113181006,3823572.40113181
6575,2,2,50,6.158159101711026,3444081.5910171103
1339,5,4,47,7.107798664365066,924077.9866436507
7987,4,2,46,8.978734099471403,4216287.340994714
5871,5,2,15,3.091599331055175,3103915.9933105516
5960,4,4,20,6.344259669815098,3193442.596698151
1914,2,2,46,9.331878252630638,1143318.7825263063
873,4,2,35,3.213378844416775,596133.7884441677
4854,5,1,40,9.59315504480876,2657931.5504480875
9034,5,2,49,7.093685247426699,4742436.852474267
8418,3,4,23,3.228455433836987,4372784.5543383695
5783,4,2,45,7.607301030880066,3100073.0103088007
8669,4,2,14,6.254720645063264,4514047.206450633
7231,5,3,40,7.022446882719306,3850724.468827193
9223,3,2,19,9.402749719125561,4805027.497191256
9982,1,1,32,2.2529297233378553,5064529.2972333785
7311,2,2,15,6.96218587346894,3802621.858734689
6564,5,3,11,4.3707867066463315,3476207.8670664635
5942,2,3,16,4.889597459388043,3112895.9745938806
2517,4,1,22,7.449017559325539,1438990.1755932553
3849,5,3,4,6.175775058574266,2133257.7505857428
5747,2,3,22,9.93591398899354,3068859.1398899355
423,1,1,34,8.057248130290532,344072.4813029053
2736,2,1,46,9.072988082889188,1536729.8808288919
9664,5,2,5,1.4487980985274371,4978987.980985275
2244,5,1,31,7.375261189020642,1326252.6118902063
3148,1,2,34,9.7037376881282,1738037.376881282
7684,1,4,17,5.747738700208274,3987977.3870020825
9835,5,3,21,3.047346561582204,5103473.465615822
1864,2,2,41,1.706752547537029,1039567.5254753702
2339,3,3,49,3.655259104669823,1335552.5910466982
7955,4,2,30,3.832749763871723,4140827.4976387173
8315,3,3,39,8.196933653118801,4363969.336531188
5988,4,4,19,2.6199779132825465,3169699.7791328253
7596,2,3,30,6.160088797338316,3959600.887973383
23,1,4,4,2.631071360925472,119810.71360925472
4267,3,3,12,7.8929867929774105,2323429.8679297743
1218,3,4,32,8.992493912832618,834924.9391283261
1454,5,4,20,8.226298392536908,979262.9839253691
6961,5,2,47,8.891392014323706,3722913.920143237
2669,5,1,8,2.157229567241519,1475072.2956724153
5502,5,4,47,2.419917787872196,2958699.177878722
6328,2,4,28,9.759385789417266,3375593.857894173
2329,3,1,19,7.144206282055276,1320442.0628205528
4489,1,1,45,3.8784335101179725,2340784.33510118
6153,2,3,22,5.365748358013802,3226157.483580138
1581,3,2,29,4.2390550062720145,937390.5500627202
2377,3,2,33,9.41828134873277,1389182.8134873277
9859,4,4,2,2.497588251538743,5095475.882515388
1309,2,3,48,8.43770746033337,847877.0746033337
9405,3,3,10,4.8546413818118035,4861046.413818118
9677,5,1,28,9.920550902182729,5066705.509021827
2089,2,1,24,8.756761354765016,1199067.6135476502
9399,2,4,7,3.481565460104968,4837815.65460105
9607,5,4,43,1.347517905495029,4998475.17905495
2321,2,3,20,9.87016295820899,1354201.6295820898
4819,1,4,44,3.278975037427696,2544289.750374277
6165,3,3,38,4.259114632416928,3249091.1463241694
9116,3,4,24,4.815880459025851,4738158.804590259
449,3,3,46,4.021559291187566,392715.5929118757
6379,3,3,20,7.099789937116836,3375497.8993711686
9694,5,3,40,6.810465176726135,5080104.651767261
7087,2,4,7,9.968712348608657,3746687.1234860867
2374,3,1,4,5.342338827976631,1317423.3882797663
5842,3,3,5,2.146005174866692,3049960.051748667
4360,5,4,16,8.533145584515001,2433331.45584515
2491,4,3,46,1.9371343651272288,1412871.3436512724
6915,3,1,22,9.725977451135748,3640759.7745113573
4772,2,2,33,5.898222950088631,2531482.2295008865
1292,3,2,7,6.664167941398763,806141.6794139877
2018,5,4,35,7.128775334411803,1257787.7533441181
4366,3,1,34,1.409519624717209,2289095.196247172
9855,2,3,10,8.454093995981038,5102040.93995981
594,2,1,1,8.916459049761736,441664.5904976174
3321,2,3,12,5.984145439913457,1811341.4543991345
4845,2,1,16,1.785998014377491,2503359.9801437748
3275,1,1,37,1.1777409944054273,1702777.4099440542
6270,4,1,4,9.328462108419709,3325284.621084197
8268,1,1,21,3.661072045234165,4216110.720452341
5887,5,1,39,9.229536773064835,3170295.3677306483
1985,3,2,40,5.8855839135777,1161355.839135777
1316,1,1,44,8.54257922681805,800425.7922681805
7060,4,4,2,5.951328631439778,3730513.2863143976
3911,3,4,2,4.265508945855714,2119155.0894585573
3316,1,3,31,8.319576490169746,1821695.7649016974
3281,1,4,21,7.1944647069440135,1802944.6470694402
5654,4,1,42,5.654347532756776,2999543.4753275677
4741,3,2,34,3.1711289954462036,2509211.289954462
9229,3,1,27,6.440073318733246,4767400.733187333
8433,1,4,10,3.42222175063032,4335722.217506303
6127,3,1,49,1.6096490182050838,3179096.490182051
9357,4,4,34,8.477638753712572,4920276.3875371255
6842,5,4,16,6.214577539109205,3651145.775391092
5755,4,4,43,9.480797970814889,3133807.979708149
1949,4,1,20,3.309080002999409,1112590.800029994
201,4,4,31,8.923154420446027,345231.5442044603
945,5,1,34,4.78697160435514,652369.7160435515
2352,4,1,43,1.7380236331463137,1309880.236331463
8044,5,3,44,2.2136442715077287,4211136.442715078
4302,5,1,15,7.698205469944474,2350482.0546994447
1206,3,3,7,6.133821589995094,772838.2158999509
1716,2,3,12,3.8263547953550656,987263.5479535507
6724,3,3,36,3.0387119117173262,3515387.1191171734
3511,3,3,5,9.134709991588034,1954347.0999158802
7334,1,3,13,7.388316796182743,3812383.1679618275
542,4,2,25,9.4190078889084,487690.078889084
6316,2,4,46,5.159291061113052,3332592.9106111303
2465,5,4,26,7.798476569108882,1483484.7656910887
7302,2,3,22,4.746614393552656,3794466.1439355267
5740,3,3,1,1.1839763004058173,2987339.763004058
1007,3,2,46,2.6744027313569227,643244.0273135692
3549,2,4,12,9.205894072165787,1972558.9407216578
8927,2,4,46,1.9778738893053012,4606278.738893053
2222,1,3,41,6.009865286508057,1256598.6528650806
2374,4,4,2,5.969170194972899,1387691.701949729
5223,3,3,39,5.008263176583895,2786082.631765839
1194,4,4,50,9.475361682809943,856753.6168280995
8549,4,4,32,5.791280680652565,4488412.806806525
4627,1,2,33,6.33955590862594,2443395.5590862595
3980,1,3,34,5.076180879475474,2122761.8087947546
3828,1,2,21,9.49631673643072,2069463.1673643072
4072,5,3,32,2.7311238590340015,2224311.23859034
3791,4,1,33,2.4587818793006004,2031587.818793006
7739,1,3,10,4.900153007908257,3988501.5300790826
3116,3,1,24,4.458776270556799,1689587.762705568
9455,2,2,6,1.236557637277798,4812865.576372778
8478,3,1,14,1.7480750235925138,4338480.750235925
7866,5,4,6,6.513063863341673,4161130.6386334165
6586,1,1,44,7.4950265164988,3424950.265164988
5676,2,2,13,8.656107513340515,3001061.075133405
8518,4,1,22,3.0288373775779007,4395288.373775779
5108,5,1,18,5.075069365216937,2728750.6936521693
1466,2,1,18,2.1062572377519606,818062.5723775196
2858,4,3,4,8.753067486065746,1643530.6748606574
5278,3,2,3,6.574052082146845,2796240.5208214684
2894,5,1,36,5.248754485082376,1632487.5448508237
2330,5,1,31,3.8658006198930064,1334158.00619893
7480,5,4,16,2.7234210362195386,3935234.2103621955
5295,2,1,8,9.074731321019321,2797247.313210193
5552,2,3,27,4.241657638986118,2916916.5763898613
8608,4,4,23,8.278329605108912,4538283.296051089
8508,3,2,23,4.590383010849096,4401403.830108491
730,5,4,50,7.959897969956025,629598.9796995602
6507,1,4,12,9.095176463796124,3430451.764637961
7203,5,1,37,1.8320257743849444,3753320.2577438494
8092,4,3,18,7.982627624281104,4259826.276242811
6990,4,1,50,2.4096575614510747,3639096.5756145106
9349,3,2,31,1.6394840643783026,4796394.840643783
7978,5,3,24,9.445385728721975,4240453.85728722
3429,5,4,5,7.956240344248737,1956562.4034424874
255,1,2,39,4.343345773790018,240433.45773790017
2079,4,1,46,5.911166490608137,1216611.6649060813
7990,5,3,46,6.852403018615151,4231524.030186151
8162,1,3,46,3.925072401282414,4208250.724012824
961,1,1,1,3.0291561520156467,546291.5615201565
4167,2,2,37,2.3443618537130995,2195443.6185371308
6637,3,3,28,5.276441267538031,3490264.4126753802
9611,3,1,26,7.134086271272034,4964840.86271272
839,4,2,19,1.5764968435379432,554764.9684353794
829,1,2,1,2.3194868433927147,488194.8684339271
3782,4,1,19,9.535036840303086,2090850.3684030308
9624,2,2,49,7.652341769901775,4983023.417699018
5743,4,3,22,2.6652710350795434,3034152.7103507956
9994,5,4,12,7.4382292060507735,5237382.292060507
37,5,2,10,2.9951659823827312,183451.6598238273
7630,4,4,40,1.074435496181294,3985744.354961813
1244,3,3,23,2.2529447331744543,761029.4473317446
5665,2,1,19,3.4204153152353083,2931204.153152353
6339,3,3,34,9.917013660034291,3390670.136600343
5290,4,4,2,4.302093408368843,2829020.9340836885
7108,4,3,42,6.941999706051156,3769419.9970605117
1989,4,4,48,6.398953799267471,1222489.5379926746
2687,4,1,41,7.77809051174806,1536780.9051174805
7178,3,3,49,1.780732754806202,3736307.327548062
759,1,1,27,2.7196032711650164,455196.0327116502
5038,3,3,27,7.141022110815768,2708910.2211081577
2237,1,1,47,2.767886775597215,1204678.867755972
8237,1,4,9,6.06149811984187,4263614.981198419
1224,3,1,49,7.943512268776462,790935.1226877646
1488,5,2,5,5.1504880408835385,928004.8804088354
6533,4,3,22,3.06397553215786,3433139.7553215786
9912,1,2,2,6.9375107982288196,5076375.107982288
8992,1,4,21,5.167239981545507,4638172.399815455
9401,5,2,48,2.514930240520273,4879649.302405203
4905,4,4,1,2.5427716809208425,2618427.7168092085
5412,1,2,15,4.761565018650702,2811115.650186507
6398,4,4,4,3.989726943653398,3380897.269436534
7663,2,2,15,1.2079130661108384,3921079.1306611085
803,1,1,19,1.105716981154119,457057.1698115412
4240,3,4,36,8.900953845434856,2347009.5384543487
2523,2,4,31,5.085927223939419,1427859.2722393943
5936,5,2,9,9.605033557713176,3198550.3355771317
3594,1,2,26,3.9489309718269405,1899489.3097182694
4230,1,2,4,1.246574233891765,2179465.7423389177
2640,3,2,30,2.140982443218973,1446409.8244321898
988,2,3,14,8.284885450088424,668848.8545008842
3973,2,2,50,2.6924756907282483,2108424.7569072824
821,2,2,15,1.772367415461249,505723.67415461247
6939,1,3,26,1.741663984785815,3564916.6398478583
7882,3,2,18,3.325397391397668,4073253.9739139765
1815,5,4,1,7.937906167983574,1147379.0616798357
6825,2,4,34,5.27157142818452,3582215.7142818454
5088,1,2,29,5.083854825809017,2659338.5482580904
5825,1,1,23,2.332557789642149,2982325.5778964213
3046,4,1,21,3.785522486653785,1666355.2248665378
5261,5,1,34,8.367382890425986,2846173.82890426
8856,3,3,17,4.993765537499068,4591437.655374991
1846,3,1,34,4.378473767763609,1058784.737677636
9148,5,4,18,8.476392832069214,4827763.928320692
317,2,3,5,9.4689517065111,340689.517065111
9504,3,1,20,9.887582221140441,4935875.822211404
6738,5,3,9,9.628478277831658,3614784.7827783166
6488,5,2,19,7.268843162455093,3456188.431624551
8672,1,2,35,4.836846506801537,4451868.465068015
345,2,3,13,3.801648894021836,302016.48894021835
5991,2,4,38,7.043363361679979,3184933.6336168
1476,3,2,20,7.242847502509582,910428.4750250959
5325,1,2,21,6.326448714005913,2786264.487140059
420,5,4,8,8.058877941696231,454588.7794169623
996,3,1,33,6.1044466114665985,650544.466114666
2301,3,2,44,7.492641824252555,1337426.4182425255
4293,1,4,19,3.465992991993744,2270659.9299199376
4539,4,2,28,7.084403801057394,2464344.038010574
5870,1,2,11,6.738652158940413,3057886.521589404
1384,4,2,42,7.945748458642809,902457.4845864282
4543,4,1,32,6.126652827929418,2443766.5282792943
3350,3,2,49,5.04136796021256,1839913.6796021257
3558,2,2,17,6.349171282726872,1920991.7128272688
4312,5,1,48,7.682123193993491,2371821.231939935
5683,3,4,34,2.8944775948537966,3007444.775948538
3677,3,4,26,3.602300417989275,2007523.0041798928
6761,3,2,39,5.386339246212062,3543863.3924621204
6169,4,4,2,6.992298535913284,3295422.9853591328
3337,4,2,25,3.797690212148317,1828976.902121483
8703,3,2,19,9.88369295855911,4549836.929585591
1874,1,2,42,9.365011431925286,1101650.1143192528
8570,2,1,28,8.380998318101303,4437809.983181013
6836,5,1,6,4.092554645488083,3576925.546454881
6808,3,4,46,5.302017991593988,3600020.17991594
3550,3,3,46,1.9336424344265597,1922336.4243442656
2573,5,4,25,4.383646492689129,1502836.4649268913
776,2,3,42,5.212347642789957,546123.4764278996
5611,1,3,22,4.568950600010708,2927189.506000107
7574,4,3,43,2.6313302386872106,3959813.302386872
9077,4,3,3,7.287951996942807,4737879.519969428
6846,1,1,9,6.619631617867298,3528696.316178673
3911,2,1,50,8.574514325586996,2121245.14325587
6324,2,2,24,7.763569718095392,3321635.697180954
327,1,4,40,2.4131074242190036,287631.07424219005
3069,4,1,47,8.438889943102026,1737388.8994310203
815,1,2,37,7.238827425061536,548388.2742506154
2847,4,2,40,4.708868909602126,1600588.6890960212
2853,2,4,1,1.5623146424699612,1542623.1464246996
1047,1,4,18,9.143048863212087,703930.4886321209
7936,1,1,45,1.7671406503683738,4043171.406503684
5440,4,4,25,4.205097001467208,2914550.9700146723
6106,2,2,15,2.273357326177861,3153233.573261779
5451,3,4,16,5.590803046561126,2909408.0304656113
9979,3,1,7,1.0155100172546803,5078155.100172547
8476,4,3,21,3.4503994357669097,4408003.994357669
4265,4,4,8,5.392691544778835,2330426.9154477883
6503,2,3,32,9.282683061305452,3445326.8306130543
6809,5,2,19,5.718119430204685,3601181.1943020467
61,4,3,15,9.756987933967483,260569.87933967484
6601,2,1,25,1.0927495874931963,3378927.495874932
4638,3,2,4,6.316829425266992,2474168.29425267
616,5,4,34,6.0520812176421765,545520.8121764218
9113,5,4,14,5.727482537230536,4780774.825372306
8052,1,2,48,7.995983460412513,4179959.834604125
8371,3,4,21,1.1666206996119879,4327666.20699612
9103,4,3,14,3.599796688818227,4719497.966888182
3849,1,3,24,4.229486591581549,2043794.8659158156
7777,2,3,36,5.945563463881562,4050955.6346388157
9199,1,3,26,2.2061532420924044,4699561.532420924
3395,1,4,33,5.137100344200806,1845371.003442008
9974,5,2,21,7.216738000793612,5199667.380007936
8341,5,4,39,1.2183217537954771,4362183.217537954
4321,1,1,36,4.4947103171289005,2258447.103171289
4828,1,3,10,7.230101648221833,2556301.016482218
9886,5,2,19,6.792766557801416,5150427.665578014
5834,3,1,50,8.920979033916641,3106209.7903391663
3799,5,1,34,3.8917803148867947,2070417.803148868
8979,1,1,41,1.2125213588567076,4557125.213588567
2765,4,2,42,6.297100373667089,1576471.0037366708
1632,2,1,27,9.28086390120794,977308.6390120795
7099,1,1,34,2.744444942982192,3628944.449429822
4652,4,4,1,5.768913944996567,2524189.1394499657
2998,4,3,17,3.648705492640837,1668987.0549264085
1588,5,1,16,1.4105909145710689,931105.9091457106
2504,4,2,20,2.9769157062764258,1401769.1570627643
4932,2,2,30,6.325214920357871,2614252.149203579
9306,5,1,19,7.065849389596853,4848158.493895968
4010,4,1,18,8.615363049555238,2195153.6304955524
8659,4,4,36,8.772465952707245,4575224.659527073
8041,2,1,2,4.175454855482369,4118254.5485548237
5859,2,4,17,9.851240135653216,3136512.4013565322
9314,3,2,14,2.788806384700746,4781888.063847007
5501,5,2,18,5.319457381594613,2942694.573815946
8874,3,4,28,3.4636720702583235,4605636.720702583
6482,3,3,27,3.5087453026509907,3394587.45302651
7309,3,4,18,3.690631249135395,3820406.312491354
5810,4,2,7,4.020902246581775,3058709.0224658176
7940,2,3,18,4.783951328189984,4111839.5132819
2251,5,2,32,4.44574301469897,1315957.4301469896
2431,4,1,46,9.097134232969958,1424471.3423296995
9808,5,3,39,7.030752363922876,5138807.523639229
5922,5,3,36,7.0219143935664725,3194219.1439356646
7831,2,4,48,9.045210282296797,4129952.102822968
5992,5,3,35,3.889413456355916,3197394.134563559
3413,1,4,40,5.738753874080792,1863887.538740808
266,2,1,18,7.147002010581465,268470.0201058147
429,4,1,44,6.864785756368448,400147.85756368446
7899,1,4,45,6.9012318598492834,4121012.318598493
5230,4,1,8,3.964772120124571,2753647.7212012457
4262,2,1,48,5.430284256416941,2264302.8425641693
5038,3,3,29,3.408391332770562,2672583.9133277056
8738,5,3,42,2.7968737918309032,4562968.737918309
1922,3,1,8,7.42230341699464,1114223.0341699463
7678,2,2,44,9.367748903832954,4024677.4890383296
1475,3,4,15,4.713757802456834,912137.5780245684
959,2,4,2,9.598988921521194,676489.889215212
3258,3,2,37,6.190475057713842,1799404.7505771385
3500,3,2,46,1.3700679030011318,1876700.6790300114
6322,5,2,15,4.99743435980324,3348474.3435980324
7377,5,2,37,3.6090399226338397,3873090.3992263386
976,1,1,12,4.008667782572528,569086.6778257253
4953,3,3,3,9.745673320530047,2680456.7332053003
4076,3,2,28,4.686368847429831,2188863.6884742985
1065,2,2,28,5.160175432810323,668101.7543281033
4579,4,4,27,7.0526720046580005,2513526.72004658
2023,1,2,18,3.9399319453425825,1109899.3194534257
1032,1,3,43,7.042295789092436,672922.9578909243
5462,5,1,12,4.149437980807628,2893494.379808076
2271,4,2,44,7.01906664095192,1337690.6664095193
8749,3,3,17,2.2812377818100056,4510812.3778181
1741,4,4,20,3.3943811666743926,1054443.8116667438
4869,5,2,48,9.515970214298124,2683659.7021429813
94,3,3,21,2.182540468659689,184325.40468659688
1329,3,1,27,8.474422478482548,837744.2247848255
3389,5,3,42,9.605685512505367,1956556.8551250538
4262,2,4,39,8.88038319361828,2339303.831936183
2492,2,3,29,8.56263938470202,1431126.39384702
9165,1,1,41,1.747324981025358,4655473.249810253
8189,1,2,32,5.165672426493624,4212156.7242649365
1445,3,1,15,9.467069723991266,899670.6972399127
2717,4,1,10,5.061148876469979,1509111.4887646998
4145,2,2,24,7.9230096535455194,2233730.096535455
7449,1,3,27,4.217732518284864,3845177.3251828486
677,2,3,26,2.4231632609619154,460731.6326096192
1362,2,2,25,8.00148377397695,843514.8377397695
9223,1,1,12,3.4129184795225753,4686629.184795226
4638,2,1,4,5.255604904947225,2428556.0490494724
7910,2,3,13,6.719235470570394,4113692.354705704
3289,2,3,10,1.1559044662751488,1746059.0446627515
9033,4,4,48,7.7818008455909125,4758318.008455909
2972,4,2,41,8.069506479682556,1697195.0647968256
775,4,2,29,6.382846025973875,575828.4602597387
3941,2,2,18,5.421154041629945,2103711.5404162994
6082,4,2,26,8.769871619559428,3251698.7161955945
9779,4,2,9,4.524646606037052,5049246.46606037
1886,2,3,28,9.712326459085443,1139123.2645908545
1659,1,4,34,1.0685394327890012,937185.39432789
9681,5,2,43,4.787737933763491,5039877.379337635
5720,4,3,46,4.0542533843219895,3048542.5338432197
3151,3,3,34,4.574953770789319,1743249.5377078932
1723,1,2,39,7.280079718133004,1003800.79718133
8260,1,3,38,8.910504246390355,4303105.042463903
7328,3,2,39,2.209720708256337,3795597.2070825635
7996,4,3,49,3.648731497739984,4183987.3149774
4816,1,4,13,9.28330571181715,2587333.0571181714
6382,3,3,45,5.287823320894715,3371378.2332089473
256,4,2,16,3.2804733974024174,278804.7339740242
2512,1,1,16,3.186973253969897,1330869.732539699
7032,5,2,32,9.974320227710933,3761743.2022771095
8333,2,3,13,3.2050015904981493,4290050.015904982
4339,1,2,43,5.943373454232538,2300433.7345423256
8470,4,3,50,4.887100876068647,4433871.008760686
1952,1,1,7,8.867388024442437,1103173.8802444243
5164,5,4,1,3.375424144035641,2776254.2414403562
3782,4,1,6,2.5167544803798494,2014167.5448037984
655,4,2,40,6.27951221043287,520295.1221043287
